犬柳磊荐,瘤开,厚啦,窜拌
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
9.0,措备,3.703795155435937e-06,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
6.0,措备,2.4691967702906246e-06,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
5.0,措备,2.057663975242187e-06,0.3333333333333333
8.0,措备,3.2922623603874994e-06,0.3333333333333333
7.0,措备,2.880729565339062e-06,0.3333333333333333
4.0,措备,1.6461311801937497e-06,0.3333333333333333
0.0,措备,0.0,0.6666666666666666
6.0,措备,2.4691967702906246e-06,0.6666666666666666
8.0,措备,3.2922623603874994e-06,0.6666666666666666
8.0,措备,3.2922623603874994e-06,0.6666666666666666
4.0,措备,1.6461311801937497e-06,0.6666666666666666
5.0,措备,2.057663975242187e-06,0.6666666666666666
31.0,措备,1.275751664650156e-05,0.6666666666666666
4.0,措备,1.6461311801937497e-06,0.6666666666666666
8.0,措备,3.2922623603874994e-06,0.6666666666666666
6.0,措备,2.4691967702906246e-06,0.6666666666666666
6.0,措备,2.4691967702906246e-06,0.6666666666666666
5.0,措备,2.057663975242187e-06,0.6666666666666666
6.0,措备,2.4691967702906246e-06,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
2.0,措备,8.230655900968749e-07,0.6666666666666666
10.0,措备,4.115327950484374e-06,0.6666666666666666
5.0,措备,2.057663975242187e-06,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
2.0,措备,8.230655900968749e-07,0.6666666666666666
3.0,措备,1.2345983851453123e-06,0.6666666666666666
4.0,措备,1.6461311801937497e-06,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
3.0,措备,1.2345983851453123e-06,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
2.0,措备,8.230655900968749e-07,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
1.0,措备,4.1153279504843743e-07,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.6666666666666666
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
4.0,措备,1.6461311801937497e-06,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
8.0,措备,3.2922623603874994e-06,0.3333333333333333
10.0,措备,4.115327950484374e-06,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
8.0,措备,3.2922623603874994e-06,0.3333333333333333
5.0,措备,2.057663975242187e-06,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
2.0,措备,8.230655900968749e-07,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
3.0,措备,1.2345983851453123e-06,0.3333333333333333
4.0,措备,1.6461311801937497e-06,0.3333333333333333
0.0,措备,0.0,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
1.0,措备,4.1153279504843743e-07,0.3333333333333333
